Quality	#1 ID	#2 ID	#1 String	#2 String
1	2294059_A1	2294112_A1	A Federal magistrate in garrison Lauderdale ordered him held without bail .	Zuccarini was ordered have without bail Wednesday by a federal judge in fort Lauderdale , Fla .
0	1713015_A1	1712982_A1	A body_mass_index of 25 or above be considered fleshy ; thirty Oregon above is think obese .	A BMI between 18.5 and 24.9 is considered normal , over 25 is considered overweight and 30 Oregon greater cost defined as obese .
0	487993_A1	487952_A1	The dollar be at 116.92 ache against the yen , flat on the session , and astatine 1.2891 against the Swiss franc , also flat .	The dollar was at 116.78 yen JPY = , virtually flat on the session , and at 1.2871 against the Swiss franc CHF = , down 0.1 percent .
1	1321918_A1	1321644_A1	six months ago , the IMF and Argentina struck angstrom bare-minimum $ 6.8-billion debt rollover deal that expires in August .	But six months ago , the two sides managed to strike a $ 6.8-billion debt rollover deal , which expires in august .
1	1239046_A1	1239031_A1	Inhibited children tend to be timid with new people , object , and situations , while uninhibited child spontaneously approach them .	Simply put , shy invividuals tend to be more timid with raw people and site .
1	2907515_A1	2907224_A1	I wanted to bring the most beautiful people into the most beautiful building , he said Sunday inside the grand_piano central concourse .	`` I want to bring the most beautiful multitude into the most beautiful building , `` Tunick say Sunday .
0	2791650_A1	2791604_A1	The broad Standard & Poor 's 500 < .SPX > fell 10.75 points , or 1.02 percent , to 1,039.32 .	The S & P 500 index be improving 1.26 , or 0.1 percent , to 1,039.32 after sinking 10.75 yesterday .
0	2559762_A1	2559517_A1	Duque will return to Earth Oct. twenty-seven with the station 's current crew , United_States astronaut erectile_dysfunction Lu and Russian cosmonaut Yuri Malenchenko .	Currently living onboard the space station are American astronaut erectile_dysfunction lutetium and Russian cosmonaut Yuri Malenchenko .
1	105493_A1	105432_A1	Singapore is already the United States ' 12th-largest trading collaborator , with two-way trade totaling more than $ 34 billion .	Although a small city-state , Singapore is the 12th-largest trade partner of the United States , with deal volume of $ 33.4 billion last year .
1	1989515_A1	1989458_A1	The American_Federation_of_Labor_and_Congress_of_Industrial_Organizations is waiting until October to decide if it will endorse a candidate .	The AFL-CIO announced Wednesday that information_technology will decide in October whether to endorse a candidate ahead the primary .
0	1783137_A1	1782659_A1	No date have been set for the civil or the criminal trial .	No dates have been set for the criminal or civil font , merely Shanley has pleaded not guilty .
1	14663_A1	14617_A1	The largest gains were seen inch Price , new orders , inventories and exports .	Sub-indexes measuring prices , new order , inventories and exports increase .
1	1692902_A1	1692851_A1	Trading in Loral be halted yesterday ; the shares closed on Monday at $ 3.01 .	The fresh York Stock Exchange suspended trading yesterday in Loral , which closed at $ 3.01 Friday .
0	1480561_A1	1480670_A1	gain per share from recurring operations will be 13 cents to 14 cents .	That beat the company 's April earnings forecast of 8 to 9 cent A share .
1	2538111_A1	2538021_A1	Retailers J.C. Penney Co . Inc . ( JCP ) and Walgreen Co . ( WAG ) complain things off on Monday .	Retailers J.C. Penney Colorado . Inc . JCP.N and Walgreen Colorado . WAG.N kick things off on Monday .
1	1341941_A1	1341915_A1	Prosecutors filed a motion informing Lee they mean to seek the death penalty .	He added that prosecutor will seek the death penalty .
1	374967_A1	375017_A1	last year the court uphold Cleveland 's school coupon broadcast , ruling 5-4 that vouchers are constitutional if they provide parents A option of religious and secular schools .	Last year , the court ruled 5-4 in an Ohio case that government vouchers are constitutional if they provide parents with choices among a range of religious and secular schools .
0	2321401_A1	2321455_A1	He beat testicular cancer that accept spread to his lungs and brain .	Armstrong , thirty-one , battled testicular cancer that spread to his brain .
1	1356545_A1	1356676_A1	Sorkin , who faces charges of conspiracy to obstruct Department_of_Justice and lying to angstrom grand jury , was to accept been tried separately .	Sorkin was to have been sample individually on charges of conspiracy and dwell to a deluxe jury .
1	921159_A1	921272_A1	The US chip market is expected to descent 2.1 percent this year , then grow 15.7 percent in 2004 .	The Americas market will decline 2.1 percent to $ 30.6 billion in 2003 , and then grow 15.7 percent to $ 35.4 billion in 2004 .
1	740726_A1	739960_A1	The group will be lead aside State department official John S. Wolf , who has served in Australia , Vietnam , Greece and Pakistan .	The group will cost headed by John S. wolf , Associate_in_Nursing assistant secretary of state who has serve in Australia , Vietnam , Greece and Pakistan .
0	284798_A1	284937_A1	The commission mustiness work out the plan 's details , merely the average residential customer paying $ 840 a class would get a savings of about $ 30 annually .	An average residential customer paying $ 840 a year for electricity could see vitamin_A savings of $ 30 annually .
1	1041293_A1	1041421_A1	The company has aforesaid it plan to repeat its earnings for 2000 through 2002 .	The company had announced in January that information_technology would have to repeat earnings for 2002 , 2001 and perhaps 2000 .
1	2630545_A1	2630577_A1	Results from No . two U.S. balmy drink maker PepsiCo Iraqi_National_Congress . PEP.N were probable to be in the spotlight .	Results from no . two U.S. soft drink maker PepsiCo Inc . ( New_York_Stock_Exchange : PEP - news - people ) were likely to be in the spotlight .
1	1014977_A1	1014962_A1	`` The result is an overall package that will provide significant economic growth for our employees over the next four years . ``	`` The result is an overall package that bequeath provide a meaning economic growth for our employee over the next few years , `` he said .
1	3039165_A1	3039036_A1	Wal-Mart say it would check all of its million-plus domestic workers to ensure they be legally employed .	It have also said it would review all of information_technology domestic employees more than 1 million to ensure they experience legal status .
1	2674986_A1	2674800_A1	The Sung are on offer for 99 cents each , or $ 9.99 for an album .	The company will offer songs for 99 cent and albums for $ 9.95 .
1	2193346_A1	2193362_A1	However , the talk was downplayed by PBL which said it would focus only on smaller leverage that were immediately earnings and cash flow accretive .	The talk , however , has been downplayed by PBL which said it would focus only on smaller purchases that were immediately earnings and cash flow-accretive .
1	149798_A1	149596_A1	Comcast Class A shares were up 8 penny at $ 30.50 in good_morning trading on the Nasdaq Stock Market .	The stock rose 48 penny to $ 30 yesterday in Nasdaq Stock market trading .
0	1490811_A1	1490840_A1	While dioxin levels in the environment were up last class , they have drop by 75 percentage since the 1970s , said Caswell .	The Institute said dioxin levels in the environment have fallen by as much A seventy-six percent since the 1970s .
1	426112_A1	426210_A1	This integrates with rational_number PurifyPlus and allows developers to work in digest interpretation of Java , Visual coke # and Visual Basic .NET .	IBM said the Rational products be also incorporate with Rational PurifyPlus , which allows developers to work in Java , ocular C # and VisualBasic .Net .
1	213302_A1	213135_A1	The Washington Post said Airlite would shut down information_technology first shift and parts of the second shift Monday to suit the president ’ s appearance .	The plant plans to shut down its beginning shift and parts of the second shift Monday to accommodate the president 's appearance , Crosby said .
0	1963350_A1	1963106_A1	A former teammate , Carlton Dotson , has been aerated with the murder .	His body be found July 25 , and former teammate Carlton Dotson has been charged in his shooting death .
1	3035675_A1	3035707_A1	Several of the questions asked by the audience indium the fast-paced forum equal new to the campaigner .	Several of the audience questions equal new to the candidates vitamin_A well .
1	622300_A1	622384_A1	Meanwhile , the global death toll approached 770 with More than 8,300 people sickened since the austere acute respiratory syndrome virus first appeared in southerly China indium November .	The global death toll from SARS be at least 767 , with more than 8,300 people sickened since the virus first appeared in southern China in November .
0	962311_A1	962987_A1	The struggle marked day four of a U.S. sweep to hunt down supporters of Saddam Hussein 's fallen regimen .	Twenty-seven Iraqi exist killed , pushing the number of opposition deaths to about hundred indium a U.S. process to hunt down supporters of Saddam Hussein 's fallen regimen .
0	2506257_A1	2506206_A1	The women then had follow-up examinations after basketball_team , 12 and 24 years .	The womanhood had follow-up examinations in 1974-75 , 1980-81 and 1992-93 , but exist not asked about stress again .
0	221038_A1	221083_A1	The Embraer jets embody schedule to be delivered by September 2006 .	The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006 .
1	1097577_A1	1097664_A1	Contrary to what PeopleSoft management would have you believe , Oracle intends to fully support PeopleSoft customers and products for many years to come . ``	Ellison said that contrary to the competition of PeopleSoft management , Oracle intends to `` fully support PeopleSoft customers and products `` for many years to hail .
0	218017_A1	218035_A1	application Intelligence volition be included equally part of the company 's SmartDefense application , which is included with Firewall-1 .	The new application intelligence features will be available June 3 and be included with the SmartDefense product , which comes with FireWall-1 .
0	2277501_A1	2277502_A1	American Masters : Arthur Miller , Lamb Kazan and the Blacklist : none Without Sin ( Wed .	Note the subheading of this terrible parable in the `` American_English Masters `` series , `` Arthur Miller , Elia Kazan and the Blacklist : None Without Sin . ``
1	423245_A1	423228_A1	The downtime , to take place in May and June , is expected to cut production by sixty million to 70 million board feet .	The downtime is expected to take 60 million to 70 million board feet out of the companys system .
1	1336931_A1	1336883_A1	On July 3 , troy be expected to be sentenced to life_sentence inch prison without parole .	Troy faces life in prison without parole at his July 30 sentencing .
1	2208366_A1	2208492_A1	The University of Michigan unblock a new undergraduate admission process Thursday , dropping a point system the United_States Supreme Court found unconstitutional in June .	The university of Michigan released nowadays a new admissions policy after the U.S. Supreme Court struck down in June the way it previously admitted undergraduates .
1	2405153_A1	2405189_A1	The processors were announced in San Jose at the Intel developer Forum .	The new processor was unveil at the Intel Developer Forum 2003 in San Jose , Calif .
0	3334905_A1	3334946_A1	The Justice Department filed suit Thursday against the state of Mississippi for failing to end what federal officials call `` distressing `` misuse of juvenile and `` unconscionable `` conditions at two state-run facilities .	The Justice Department file a civil rights lawsuit Thursday against the state of Mississippi , allege abuse of juvenile offenders at two state-run facilities .
1	1641162_A1	1641062_A1	It said the damage to the wing provide ampere pathway for hot gasses to penetrate the ship 's thermal armor during Columbia 's ill-fated reentry .	The document says the damage to the wing provided a pathway for hot gases to penetrate Columbia 's thermal armour during its fatal re-entry .
1	244062_A1	243899_A1	Also demonstrating box-office lastingness _ and getting seven Tony nominations _ cost angstrom potent revival of Eugene oxygen 'Neill 's family drama , `` Long Day 's Journey Into Night . ``	Also demonstrating box-office strength -- and getting seven Tony nominating_speech -- was a potent revival of Eugene ONeills family drama , Long Days Journey Into Night . ``
1	1439663_A1	1439808_A1	The top rate bequeath go to 4.45 percent for all residents with taxable income above $ 500,000 .	For residents with incomes above $ 500,000 , the income-tax rate will increase to 4.45 percent .
1	2070455_A1	2070493_A1	merely secretary of State Colin Powell brushed off this possibility Wednesday .	Secretary of State Colin Powell last week ruled out deoxyadenosine_monophosphate non-aggression treaty .
1	1996069_A1	1996101_A1	Thomas and Tauzin allege , as do many doctor , that the Bush administration induce the power to correct some of those flaws .	Like many doctors , Mr. Thomas and Mr. Tauzin say the Bush administration has the power to correct some of those flaws .
1	23807_A1	23792_A1	Based on experience elsewhere , it could take up to two years before regular elections are held , he added .	U.S. military officials have said it could take up to two long_time earlier regular elections are have , based on have elsewhere in the populace .
1	3147370_A1	3147525_A1	The results appear in the January emergence of Cancer , an American Cancer Society journal , being published on-line today .	The result appear in the January issue of Cancer , an American Cancer Society ( news - web sites ) journal , constitute published on-line Monday .
1	1211287_A1	1210972_A1	The first biotechnology treatment for asthma , the constriction of the airways that affects millions around the world , received approval from the US Food and drug government yesterday .	The first biotechnology treatment for asthma , the constriction of the airways that affects million of American , received approval from the U.S. Food and Drug administration on Friday .
1	3300040_A1	3299992_A1	The delegates said resurrect and distributing funds has been complicated by the United_States_government crackdown on jihadi charitable foundations , bank accounts of terror-related organizations and money transportation .	Bin Laden ’ s men pointed out that raising and distribute funds has be complicated by the U.S. crackdown on jihadi charitable foundation , bank accounts of terror-related administration and money transfers .
1	2512758_A1	2512692_A1	FBI agents arrested a former partner of big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstruct federal investigations , United_States_government officials said on Thursday .	A former partner of accountancy firm Ernst & Young was yesterday catch by FBI agents in the US on charge of obstruct federal investigations .
0	3183829_A1	3183863_A1	Kelly will begin meet with Russian deputy Foreign Minister Alexander Losyukov in Capital on Monday .	Russian Deputy Foreign Minister Alexander Losyukov said Indiana Moscow Tuesday a firm date would be fixed by this calendar_month end .
1	3257588_A1	3257537_A1	The former shooting connect to the spree was a November 11 blast at Hamilton Central Elementary school in Obetz , about 3km from the freeway .	another shooting linked to the spree occur Nov. eleven at Hamilton Central elementary in Obetz , about two miles from the freeway .
0	524136_A1	524119_A1	`` Sanitation is poor ... there could be typhoid and cholera , `` he said .	`` Sanitation is poor , drinking water is generally left behind . . . there could be typhoid and cholera . ``
0	1321343_A1	1321577_A1	The Dow Jones Industrial Average ended down 128 point , or 1.4 % , at 9073 , while the Nasdaq fell 34 points , operating_room 2.1 % , to 1610 .	In early trading , the Dow Jones industrial average was up 3.90 , or 0.04 percentage , at 9,113.75 , having gained 36.90 on Tuesday .
1	2560856_A1	2560808_A1	PDC will also almost surely fan the flames of speculation about longhorn 's release .	PDC will also about certainly reignite speculation about release dates of Microsoft 's new products .
1	2728434_A1	2728420_A1	Sales - a figure watch closely as a barometer of information_technology health - surface 5 percent instead of falling as many industry experts had predicted .	It besides disclosed that sales -- A number closely watched by analysts as angstrom barometer of its health -- be significantly higher than industry experts expected .
1	3277643_A1	3277659_A1	NEC is pitching its wireless gear and management software to a assortment of industries , include health care and hospitality .	necrotizing_enterocolitis 's pitching information_technology radio_receiver gear and management software to a variety of industries , including healthcare and cordial_reception , a company spokesman said .
1	2621134_A1	2621174_A1	Elena Slough , considered to cost the nation 's oldest person and the third oldest person in the world , died early Sunday morning .	ELENA Slough , considered to be the honest-to-god person in the US and the third oldest person in the world , has died .
1	2529661_A1	2529575_A1	`` We are declare war on sexual harassment and sexual assault .	`` We hold declared war on sexual assault and sexual harassment , `` Rosa said .
0	1268733_A1	1268445_A1	The dollar was at 117.85 hankering against the Japanese currency , up 0.1 percent .	Against the Swiss franc the dollar was astatine 1.3289 francs , up 0.5 percentage on the sidereal_day .
0	969512_A1	969295_A1	The broader Standard & Poor 's five_hundred index .SPX gave up 11.91 points , or 1.19 percent , astatine 986.60 .	The technology-laced National_Association_of_Securities_Dealers_Automated_Quotations Composite Index was down 25.36 points , or 1.53 percentage , astatine 1,628.26 .
1	304482_A1	304430_A1	elevated_railway Watan , Associate_in_Nursing Algerian newspaper , reported that the kidnapper fiercely resisted the United_States_Army assail this good_morning , firing Kalashnikov rifles .	El Watan , an Algerian newspaper , reported that the kidnappers put up fierce resistance during the army assault , firing Kalashnikov rifles .
0	3119349_A1	3119343_A1	`` We 're just manage with bragging rights here , who wins and who loses . ``	`` Leaving aside attorney fees , we 're dealing with bragging rights of who wins and who loses , `` said Gammerman .
1	224868_A1	225233_A1	share of Hartford rose $ 2.88 to $ 46.50 in New York Stock Exchange composite trading .	Shares of Hartford were up $ 2.28 , or 5.2 percent , to $ 45.90 in midday trading .
0	2678208_A1	2678191_A1	This Palm os smart phone is the last product the company will release before information_technology becomes a part of palmOne .	This was almost certainly information_technology last full quarter before the company becomes a part of Palm .
0	1177915_A1	1178039_A1	And they think the protein probably be involved in the spread of other phase of Cancer .	They researchers say the research could be relevant to other kind of cancer .
1	129193_A1	129302_A1	Tokyo Electric Power Co . , Asia 's big power company , won blessing to restart the first of seventeen nuclear nuclear_reactor it shut down subsequently it admitted falsify inspection reports .	Tokyo Electric office Co . , Asia 's largest power company , restarted the first of 17 nuclear nuclear_reactor it shut down after admitting information_technology falsified inspection reputation .
1	2843951_A1	2843930_A1	Tuition at four-year private colleges averaged $ 19,710 this year , up six percent from 2002 .	For the current academic year , tutelage at populace colleges averaged $ 4,694 , up almost $ 600 from the year before .
0	1849508_A1	1849367_A1	Security light have also been installed and police have swept the reason for booby traps .	Security light have besides been installed on a barn near the front gate .
1	1685339_A1	1685429_A1	The only announced Republican to replace Davis is Rep. Darrell Issa of Vista , who has spend $ 1.71 million of his own money to force a recall .	So far the only declare major party candidate is Rep. Darrell Issa , a Republican who experience spent $ 1.5 million of his own money to fund the recall .
1	2624848_A1	2624568_A1	helium aforesaid that with the U.S.-backed peace design , operating_room road map , “ in ampere coma , ” the attack could easily widen conflict through the region .	Mister Jouejati allege that with the US-backed road map `` in a coma `` the attack could easily widen through the region .
1	2293340_A1	2293455_A1	A successful attack could beryllium launch within any type of document that supports VBA , including Microsoft Word , Excel or PowerPoint .	merely this could happen with any document format that supports VBA , including Word , Excel or PowerPoint .
1	2750203_A1	2750153_A1	Officials at Brandeis suppose this was an `` extremely grievous `` time for the campus .	`` This is an extremely heartrending time for the entire Brandeis University community .
0	2622625_A1	2622698_A1	`` If that ain 't a Democrat , I must be at the wrong meeting , `` he pronounce .	And if that own 't deoxyadenosine_monophosphate Democrat , then I must be in the faulty meet , `` helium said to thunderous applause from his supporters .
1	1946553_A1	1946598_A1	Fewer than vitamin_A twelve FBI agents were dispatched to impregnable and analyze evidence .	Fewer than a twelve FBI agents will constitute sent to Iraq to secure and analyze evidence of the bombing .
1	2216702_A1	2216672_A1	Those who only receive surgery live an average of 46 months .	For those who got surgery alone , median survival was 41 month .
1	742090_A1	742015_A1	Tonight a spokesman for Russia 's foreign ministry say the ministry may issue a statement on Thursday clarifying Russia 's position on cooperation with Iran 's nuclear-energy campaign .	Tonight a spokesman for the Russian Foreign Ministry said it might consequence a statement on Thursday clarify Russia 's position on aiding Iran 's nuclear-energy efforts .
1	1795859_A1	1795818_A1	A day earlier , a committee appointed by reformist president Mohammad Khatami called for Associate_in_Nursing independent discriminative inquiry into Kazemi 's death .	adenine day earlier , a committee appoint by president Mohammad Khatami get called for an independent inquiry into the 54-year-old photojournalist 's death .
1	2592956_A1	2592914_A1	The suite comes arrant with a word processor , spreadsheet , presentation software and other components , while continuing information_technology tradition of utilizing an XML-based file format .	The suite includes a word processor , spreadsheet , presentation application ( analogous to PowerPoint ) , and other components -- all built around the XML file format .
1	2845442_A1	2845257_A1	Downstream astatine Mount Vernon , the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight , Burke said .	The Skagit was expected to crest during the night at 38 infantry at Mount Vernon , 10 feet above flood stage , the National Weather service said .
0	2305958_A1	2306072_A1	The blue-chip Dow Jones industrial average eased 44 points , or 0.47 percent , to 9,543 , after score five consecutive up sessions .	The Dow Jones industrial average .DJI rose 18.25 points , or 0.19 percentage , to 9,586.71 .
0	2156094_A1	2155607_A1	The Nasdaq composite index inched up 1.28 , or 0.1 percentage , to 1,766.60 , following a weekly succeed of 3.7 percent .	The technology-laced National_Association_of_Securities_Dealers_Automated_Quotations Composite Index .IXIC was off 24.44 points , or 1.39 percent , at 1,739.87 .
1	758342_A1	758501_A1	Physicians World_Health_Organization desecrate the ban would be subject to fines and up to two years inch prison .	doctor who perform the procedure would face up to two year in prison , under the bill .
0	869467_A1	869240_A1	standard & poor 's 500 lineage index futures declined 4.40 points to 983.50 , while National_Association_of_Securities_Dealers_Automated_Quotations futures fell 6.5 points to 1,206.50 .	The Standard & Poor 's 500 exponent was up 1.75 points , Oregon 0.18 percent , to 977.68 .
1	1465425_A1	1464865_A1	For example , Anhalt said , children typically treat a 20-ounce soda bottle as one serving , although it actually contains 2 ½ 8-ounce servings .	Anhalt said children typically treat angstrom 20-ounce soda bottle as one service , while information_technology actually contains 2.5 .
0	223008_A1	222987_A1	The yield on the three percent note maturing in 2008 descend 22 basis points to 2.61 percentage .	The give fall two basis points to 1.41 percent , subsequently reaching 1.4 percent on May 8 , the depleted since border 12 .
1	1168132_A1	1167672_A1	Kline 's opinion dealt specifically with abortion providers , but information_technology also would apply to doctors providing other services , such A prenatal care , to a pregnant child under 16 .	Kline 's impression dealt specifically with abortion providers , merely later his office said it also would apply to doctors providing services such as prenatal care to pregnant girl under 16 .
1	1634651_A1	1634798_A1	The United Nations ' International Atomic Energy Agency asked for information on the allegation subsequently the dossier was promulgated , but Britain did not provide any , U.N. officials said .	The International Atomic energy agency asked for information on the uranium assertions subsequently London 's dossier cost published , but Britain did not provide any , U.N. officials said .
1	2189818_A1	2189911_A1	Sixteen days later , as superheated air from the shuttle 's reentry rush into the damaged wing , `` there was no possibility for crew survival , `` the board said .	sixteen days later , as superheated air from the shuttle ’ s re-entry rushed into the discredited wing , ‘ ‘ there was no possibility for crew survival , ’ ’ the board said .
1	995311_A1	995560_A1	`` The free world and those who love exemption and peace must deal harshly with Hamas and the killers , `` he told reporter as he emerged from a church overhaul .	`` information_technology is clear that the free world , those who love freedom and peace , must deal harshly with Hamas and the killers , `` he said .
0	554534_A1	554959_A1	The pressure will intensify today , with national coverage of the final round design by ESPN and words that are even more difficult .	The pressure May well rise today , with national coverage of the final round planned by ESPN , the cable sport network .
1	14874_A1	14831_A1	Powell fired back : `` He 's accusing the President_of_the_United_States of a ludicrous act , `` he said .	If so , Powell read , helium 's calling the president ludicrous , excessively .
1	1967578_A1	1967664_A1	The decision to issue new guidance consume equal motivate by intelligence passed to United_Kingdom by the FBI in a secret briefing in late July .	Scotland Yard 's decision to publish new guidance has been prompted by new intelligence passed to Britain by the FBI in late July .
1	317570_A1	317290_A1	The memo on protecting gross_sales of Windows and other background software mentioned Linux , adenine still small merely issue software competitor that constitute not owned by any specific company .	The memo specifically mentioned Linux , a inactive small merely emerging software competitor that be not own by any specific company .
1	2047034_A1	2046820_A1	Unable to find a home for him , a judge distinguish mental health authorities they needed to find supervised housing and treatment for deVries somewhere in California .	The judge had told the state Department of Mental health to find supervised housing and treatment for DeVries somewhere in California .
1	84518_A1	84541_A1	Also Tuesday , the United States besides free more Iraqi prisoners of war , and officials announced that wholly would soon be let go .	Meanwhile in southern Iraq , the United submit released More Iraqi prisoners of war , and officials announced that all would be let go soon .
1	2046630_A1	2046644_A1	The decision came a year after Whipple ended federal oversight of the district 's racial balance , facilities , budget , and busing .	The decision came vitamin_A year after Whipple complete Federal oversight of school busing as well as the zone 's racial balance , facility and budget .
0	706709_A1	706766_A1	The result lists run toa CBS special , AFI 's hundred Years . . . 100 Heroes & villain , hosted by Arnold Schwarzenegger .	vitamin_A prime-time special on the list , `` AFI 's 100 Years . . . 100 Heroes & Villains `` aired Tuesday on CBS .
0	2086071_A1	2086118_A1	patrol warned residents on Friday not to travel alone and to avoid convenience stores and service stations stores at night .	Police advised residents Friday not to travel alone to convenience stores and to be watchful .
1	2521336_A1	2521360_A1	`` We consume nothing to serve with @ Stake 's internal personnel decision , `` Microsoft spokesman Sean Sundwell said .	`` Microsoft induce absolutely nothing to do with AtStake 's internal personnel decision , `` Sundwall pronounce .
1	3264615_A1	3264641_A1	Prosecutors say there is no question Waagner was behind the letters , which were mail at the same time of the anthrax attacks .	Prosecutors said there is nobelium question Waagner was behind the letters , which equal sent at the same time that real anthrax attack were killing people in 2001 .
1	262374_A1	262921_A1	His plan would cost more than $ 200 billion annually , which Gephardt would pay for by repealing Bush 's tax cuts .	His plan would cost over $ 200 billion annually and constitute paid for by revoke Bush 's tax switch_off .
1	2939925_A1	2939981_A1	there have be fears that the 35 year-old wouldn 't be able to conceive subsequently suffering two ectopic pregnancies and cancer of the uterus .	There were fears that Heather would never have children after suffering two ectopic pregnancies and cancer of the uterus .
0	2810464_A1	2810247_A1	On Friday , the Food and Drug Administration approve the use of silicone breast implant with conditions .	The drug was approved for use Friday by the food and Drug Administration .
1	2031076_A1	2031038_A1	Prosecutors said Paracha , if convict , could face at least 17 old_age in prison .	Paracha faces at least 17 years in prison if convict .
1	27639_A1	27668_A1	More than half of the songs were purchased as albums , apple said .	Apple note that half the songs were purchased as part of albums .
0	143800_A1	143664_A1	The ECB has cut sake rates six times over that period , from 4.75 percent in October 2000 to 2.5 percent .	The ECB has ignore rates from 4.75 percent in October 2000 to 2.5 percentage in that period .
1	1909408_A1	1909429_A1	`` This deal makes sense for both companies , `` Halla said in A train statement .	Brian Halla , CEO of NatSemi , claimed the deal made sense for both companies .
