Quality	#1 ID	#2 ID	#1 String	#2 String
0	1490811_A3	1490840_A3	While dioxin levels in the environment had increased last year, they have dropped by 75 percent since the 1970s, said Caswell.	The institute said that dioxin levels in the environment have dropped by up to 76 percent since the 1970s.
1	426112_A3	426210_A3	This integrates into rational purifyplus and enables developers to work in supported versions of Java, Visual C # and Visual Basic .net.	IBM said that the rational products were also integrated into rational purifyplus, which means that developers in Java, Visual C # and Visualbasic .net can work.
1	213302_A3	213135_A3	The Washington Post said that Airlite would close its first layer and parts of the second layer on Monday in order to meet the appearance of the President.	The work plans to close its first layer and parts of the second layer on Monday in order to meet the appearance of the President, said Crosby.
0	1963350_A3	1963106_A3	A former team -mate Carlton Dotson was charged with the murder.	His body was found on July 25, and former team -mate Carlton Dotson was charged with his shot.
1	3035675_A3	3035707_A3	Some of the questions that the audience asked in the fast -paced forum were new to the candidates.	Some of the audience's questions were also new to the candidates.
1	622300_A3	622384_A3	In the meantime, the global number of deaths with more than 8,300 people who had been published in southern China for the first time in November since the severe acute breathing syndrome virus in November.	The global number of fatalities in Sars was at least 767, with more than 8,300 people being sick since the virus was released in southern China in November.
0	962311_A3	962987_A3	The battles marked the fourth day of a US US sponsor of Saddam Husseins.	27 Iraqis were killed, which increased the number of opposition deaths in a US operation to around 100 US operations to hunt supporters of Saddam Husseins fallen regime.
0	2506257_A3	2506206_A3	The women had follow-up exams after five, 12 and 24 years.	The women had 1974-75, 1980-81 and 1992-93 Follow-up examinations, but were not asked about stress again.
0	221038_A3	221083_A3	The Embraer jets are to be delivered by September 2006.	The bombing and Embraer aircraft will be delivered to US airways by September 2006.
1	1097577_A3	1097664_A3	In contrast to what Peoplesoft Management would believe, Oracle, Peoplesoft customers and products intends to fully support for many years. "	Ellison said that in contrast to the Interlations of Peoplesoft Management, Oracle fully support "Peoplesoft customers and products" in the coming years.
0	218017_A3	218035_A3	Application Intelligence is recorded as part of the company's smart dots, which is contained in Firewall-1.	The new application intelligence functions will be available on June 3 and contain in the SmartDefense product, which is equipped with firewall-1.
0	2277501_A3	2277502_A3	American champions: Arthur Miller, Elia Kazan and the Blacklist: None without sin (mi.	Note the assumption of this terrible parable in the "American Masters" series "Arthur Miller, Elia Kazan and the Blacklist: None without sin."
1	423245_A3	423228_A3	The downtime, which is to take place in May and June, is expected to reduce production by 60 to 70 million board.	The downtime is expected to take 60 to 70 million board feet out of the company system.
1	1336931_A3	1336883_A3	On July 3, Troy is expected to be sentenced to life imprisonment without probation.	Troy looks like a life in prison without probation on July 30th.
1	2208366_A3	2208492_A3	The University of Michigan published a new approval process in the basic course on Thursday, in which a point system was unconstitutional in June.	The University of Michigan has published a new registration guideline today after the Supreme Court of the United States had put down the way it had previously approved students in June.
1	2405153_A3	2405189_A3	The processors were announced in San Jose in the Intel Developer Forum.	The new processor was presented in the Intel Developer Forum 2003 in San Jose, California.
0	3334905_A3	3334946_A3	The Ministry of Justice filed a complaint against the state of Mississippi on Thursday because he had not ended what federal official describes as "disturbing" abuse of young people and "unforgivable" conditions in two state institutions.	The Ministry of Justice submitted a civil rights action against the state of Mississippi on Thursday, in which youthful criminals were misused in two state institutions.
1	1641162_A3	1641062_A3	It was said that the damage to the wing was a way for hot gases to penetrate the thermal armor of the ship during the unhappy re -entry into Columbia.	The document states that the damage to the wing was a way for hot gases to penetrate the thermal armor in Columbia during his fatal re -entry into the thermal armor.
1	244062_A3	243899_A3	Also to demonstrate the cash strength and to get seven tony nominations _ was a strong revival by Eugene o 'Neill's family drama, "Long Day's Journey Into Night".	It was also an effective revival of Eugene Oneill's Family Drama, Long Days Journey into the night to get the cash strength to demonstrate and seven tony nominations. "
1	1439663_A3	1439808_A3	The top sentence will take over 500,000 US dollars to 4.45 percent for all residents with taxable income.	For residents with income of over 500,000 USD, the income tax rate increases to 4.45 percent.
1	2070455_A3	2070493_A3	Foreign Minister Colin Powell dropped this opportunity on Wednesday.	Foreign Minister Colin Powell excluded a non -aggression contract last week.
1	1996069_A3	1996101_A3	Thomas and Tawin say how many doctors say that the Bush administration has power to correct some of these defects.	Like many doctors, Mr. Thomas and Mr. Tuckin say that the Bush administration has power to correct some of these defects.
1	23807_A3	23792_A3	Based on experience elsewhere, it could take up to two years for the regular elections to be held, he added.	US military officers have declared that it could take up to two years for the regular elections to be held, based on experiences in other parts of the world.
1	3147370_A3	3147525_A3	The results appear in the January edition of Cancer, a journal of the American Cancer Society, which is published online today.	The results will appear in the January edition of Cancer, a journal of the American Cancer Society (News - Webs Sites), which will be published online on Monday.
1	1211287_A3	1210972_A3	The first biotechnology treatment for asthma, the narrowing of the respiratory tract, which affects millions around the world, received the approval of the US Food and Drug Administration yesterday.	The first biotechnology treatment for asthma, the narrowing of the airways that affects millions of Americans, received the approval of the US Food and Drug Administration on Friday.
1	3300040_A3	3299992_A3	The delegates said that the raising and distribution of funds had been complicated by the USA against Jihadi-Tunery, bank accounts of terror-related organizations and money transfers.	Bin Laden Men pointed out that the increase and sales agent through the USA of the United States against Jihadi-covers foundations, bank accounts about terror-related organizations and money transfers became complicated.
1	2512758_A3	2512692_A3	The FBI agents arrested a former partner of the BIG FOUR Economic Affairs Association Ernst & Young Erny.	A former partner of the Ernst & Young auditing company was arrested yesterday by FBI agents in the United States for the disability of the federal investigation.
0	3183829_A3	3183863_A3	Kelly will start meeting the Russian deputy Secretary of State Alexander Losyukov in Washington on Monday.	The Russian deputy Secretary of State Alexander Losyukov said on Tuesday in Moscow that a fixed date would be set at the end of this month.
1	3257588_A3	3257537_A3	The recent filming associated with the Spree was filming on November 11th in the Hamilton Central Elementary School in Obetz, about 3 km from the highway.	Another shootout connected to the Spree took place on November 11th in Hamilton Central Elementary in Obetz, about two miles from the highway.
0	524136_A3	524119_A3	"The sanitary facilities are poor ... there could be typhoid and cholera," he said.	"The sanitary facilities are poor, drinking water is generally left behind ... there could be typhoid and cholera."
0	1321343_A3	1321577_A3	The Dow Jones Industrial Average ended by 128 points or 1.4 % at 9073, while the Nasdaq decreased by 34 points or 2.1 % to 1610.	In the early trade, the Dow Jones Industrial average rose by 3.90 or 0.04 percent to 9,113.75 percent after it rose by 36.90 by 36.90 on Tuesday.
1	2560856_A3	2560808_A3	PDC will almost certainly ventilate the flames of speculation about the publication of Longhorn.	PDC will also almost certainly infer a re -ignition speculation about the publication dates of Microsoft's new products.
1	2728434_A3	2728420_A3	Sales - a number that was observed, just like a barometer of his health - rose by 5 percent instead of predicting so many industry experts.	There was also known that sales - a number that was closely observed by analysts as a barometer of his health - were significantly higher than the expected industry experts.
1	3277643_A3	3277659_A3	NEC places its wireless equipment and management software in a variety of industries, including health care and hospitality.	According to a company spokesman.
1	2621134_A3	2621174_A3	Elena Slough, who is the oldest person in the nation and the third oldest person in the world, died early Sunday morning.	Elena Slough, who is the oldest person in the USA and the third oldest person in the world, has died.
1	2529661_A3	2529575_A3	"We explain the war against sexual harassment and sexual assault.	"We explained the war against sexual assault and sexual harassment," said Rosa.
0	953744_A3	953727_A3	The technology of Nasdaq Composite Index <.ixic> added 1.92 points or 0.12 percent at 1,647.94.	The Technology Nasdaq composite bond index .ixic was dropped by 0.08 points to 1,646.
0	1268733_A3	1268445_A3	The dollar was 117.85 yen compared to the Japanese currency, by 0.1 percent.	Against the Swiss franc, the dollar was CHF 1.3289, which rose by 0.5 percent of the day.
0	969512_A3	969295_A3	The 500 index from Breiderer Standard & Poor gave up 11.91 points or 1.19 percent at 986.60.	The technology of Nasdaq Composite Index had dropped by 25.36 points or 1.53 percent at 1,628.26.
1	304482_A3	304430_A3	El Watan, an Algerian newspaper, reported that the kidnappers have violently resisted the army attack this morning and fired Kalashnikov rifles this morning.	El Watan, an Algerian newspaper, reported that the kidnappers have violent resistance during the army attack and fired Kalashnikov rifles.
0	472952_A3	472535_A3	But Mitsubishi Tokyo Financial (JP: 8306: News, diagram, profile) decreased 3,000 yen or 0.65 percent to 456,000 yen.	Sumitomo Mitsui Financial (JP: 8316: News, Chart, Profile) had dropped by 2.5 percent at 198,000 yen.
0	3119349_A3	3119343_A3	"We only have to do here with braggling rights who wins and loses."	"Apart from legal fees, we are dealing with bragile rights of who wins and who loses," said Gammerman.
1	224868_A3	225233_A3	Hartford's shares in the New York Stock Exchange Composite Trading rose by USD $ $ 46.50.	Hartford's shares rose by $ 2.28 or 5.2 percent to $ 45.90 in lunch.
0	2678208_A3	2678191_A3	This Palm OS Smartphone is the last product that the company will publish before it becomes part of Palmon.	This was almost certainly the last full quarter before the company became part of Palm.
0	1177915_A3	1178039_A3	And they believe that the protein is probably involved in the spread of other forms of cancer.	The researchers say that research could be relevant for other forms of cancer.
1	129193_A3	129302_A3	Tokyo Electric Power Co., Asia's largest energy supply company, was given the approval of restarting the first of 17 nuclear reactors that had concluded after it had admitted that inspection reports were fake.	Tokyo Electric Power Co., Asia's largest energy supply company, re -ented the first of 17 nuclear reactors after admitted that the inspection reports were fake.
1	2843951_A3	2843930_A3	The tuition fees at four -year private universities this year were $ 7,710, compared to 6 percent compared to 2002.	For the current academic year, tuition fees at public universities were on average $ 4,694, which increased by almost 600 US dollars in the previous year.
0	1849508_A3	1849367_A3	Security lights were also installed and the police swept the site for fool traps.	Security lights were also installed on a barn near the entrance gate.
1	1685339_A3	1685429_A3	The only announced republican who replaces Davis is Rep. Darrell Issa von Vista, who spent $ 1.71 million of his own money to force a recall.	So far, the only explained party candidate Rep. Darrell Issa, a Republican who spent 1.5 million dollars of his own money to finance the recall.
1	2624848_A3	2624568_A3	He said that the attack with the peace plan supported by the USA or Road Map "in a coma" could easily expand the conflict by the region.	Mr. Jouejati said that the attack with the roadmap supported by the USA could easily increase through the region "in a coma".
1	2293340_A3	2293455_A3	A successful attack could be started in any type of document that supports VBA, including Microsoft Word, Excel or PowerPoint.	However, this could happen with any document format that supports VBA, including Word, Excel or PowerPoint.
1	2750203_A3	2750153_A3	Brandeis officials said this was an "extremely hearty" time for the campus.	"This is an extremely tiring time for the entire community of Brandeis University.
0	2622625_A3	2622698_A3	"If this is not a democrat, I have to be at the wrong meeting," he said.	And if this is not a democrat, I have to be in the wrong session, "he said to thundering applause from his followers.
1	1946553_A3	1946598_A3	Less than a dozen FBI active ingredients were sent to secure and analyze evidence.	Less than a dozen FBI agents are sent to Iraq to secure and analyze the evidence of the bomb attacks.
1	2216702_A3	2216672_A3	Those who only had an operation lived an average of 46 months.	For those who were operated alone, the median survival was 41 months.
1	742090_A3	742015_A3	Tonight, a spokesman for the Russian Ministry of Foreign Affairs said that the Ministry could make an explanation on Thursday in which the position of Russia is clarified to work with the efforts of Iran's nuclear energy.	Tonight, a spokesman for the Russian Ministry of Foreign Affairs said that it could make an explanation on Thursday in which the position of Russia is clarified to support Iran's nuclear energy.
1	1795859_A3	1795818_A3	A day earlier, a committee appointed by the Reformist President Mohammad Khatami called for an independent judicial investigation after Kazemi's death.	A day earlier, a committee appointed by President Mohammad Khatami had called for an independent examination of the death of the 54-year-old photojournalist for the death of the photojournalist.
1	2592956_A3	2592914_A3	The suite is equipped with a text processing program, a table, presentation software and other components and continues its tradition of using an XML-based file format.	The suite contains a text processing program, a table, a presentation application (analogous to PowerPoint) and other components - are all based on the XML file format.
1	2845442_A3	2845257_A3	After Mount Vernon, the Skagit River was expected in 36 feet over the flood stage this evening - this evening that he should comb on 36 feet tonight, said Burke.	The Skagit was expected to crust at Mount Vernon, 10 feet above the flood level at night, the National Weather Service said.
0	2305958_A3	2306072_A3	The industrial average of Blue-Chip Dow Jones set 44 points or 0.47 percent to 9,543 after five consecutive ascent sessions.	The Dow Jones Industrial Average .Dji rose 18.25 points or 0.19 percent to 9,586.71.
0	2156094_A3	2155607_A3	After a weekly victory, the Nasdaq Composite Index rose by 1.28 or 0.1 percent to 1,766.60.	The technology of Nasdaq Composite Index .ixic was at 1,739.87 of 24.44 points or 1.39 percent.
1	758342_A3	758501_A3	Doctors who violate the ban would be fines and up to two years in prison.	Doctors who carry out the procedure would be faced with a prison of up to two years under the legislative template.
0	869467_A3	869240_A3	The 500 shares -index futures from Standard & Poor decreased by 4.40 points to 983.50, while the Nasdaq Futures decreased by 6.5 points to 1,206.50.	The 500 index from Standard & Poor rose by 1.75 points or 0.18 percent to 977.68.
1	1465425_A3	1464865_A3	For example, said Anhalt, children usually treat a 20 -unzen-Soda bottle as a portion, even though it actually contains 2½ 8-ounce portions.	Anhalt said that children usually treat a 20 -unzen-soda bottle as a portion, while it actually contains 2.5.
0	223008_A3	222987_A3	The yield for the 3 percent grade in 2008 fell by 22 basis points to 2.61 percent.	The return fell 2 basis points to 1.41 percent after reaching 1.4 percent on May 8, the lowest since March 12.
1	1168132_A3	1167672_A3	KLINE 'S CONTRICATION dealt with abortion providers, but also applies to doctors who offer other services such as prenatal care for a pregnant child under the age of 16.	KLINE 'S CONTRICATION treated himself specifically with abortion providers, but later his office also said for doctors who offer services such as prenatal care for pregnant girls under the age of 16.
1	1634651_A3	1634798_A3	The United Nations International Nuclear Energy Agency asked for information about the allegations after the dossier was published, but Great Britain delivered none, said officials from the United States.	The International Atomic Energy Agency asked for information about the uranium authorities after London's Dossier had been published, but Great Britain said, said officials from the United States.
1	2189818_A3	2189911_A3	Sixteen days later, when overheated air hurried from the shuttle's re -entry into the damaged wing, "there was no way to survive the crew," said the board.	Sixteen days later, as an overheated air from the shuttle re -entry into the damaged wing, hurried: "There was no way to survive the crew," said the board.
1	995311_A3	995560_A3	"The free world and those who love freedom and peace have to deal with Hamas and the murderer hard," he said when he emerged from a service.	"It is clear that the free world, those who love freedom and peace, have to deal hard with Hamas and the murderer," he said.
0	554534_A3	554959_A3	The pressure is tightened today, with the national reporting on the last round of ESPN and even more difficult words planned.	The pressure can rise today, whereby the national reporting on the last round of ESPN, the Cable Sports Network, is planned.
1	14874_A3	14831_A3	Powell shot back: "He accuses the president of a ridiculous act," he said.	If so, said Powell, he also calls the president ridiculous.
1	1967578_A3	1967664_A3	The decision to grant new guidelines was adopted by the FBI's intelligence in a secret briefing to Great Britain at the end of July.	Scotland Yard's decision to issue new instructions was triggered by new secret services that were handed over by the FBI to Great Britain at the end of July.
1	317570_A3	317290_A3	Linux mentioned to protect Windows and other desktop software, an even small but aspiring software competitor that does not belong to any specific company.	Linux was expressly mentioned in the memo, an even small but aspiring software competitor who does not belong to a specific company.
1	2047034_A3	2046820_A3	A judge could not be able to find a house for him, the authorities of mental health said that they would have to find an supervised living space and the treatment for Devries somewhere in California.	The judge had informed the State Department of Mental Health that he should find supervised living space and treatment for Devries somewhere in California.
1	84518_A3	84541_A3	On Tuesday, too, the United States also published more Iraqi prisoners of war, and the officials announced that everything would soon be released.	In the meantime in southern Iraq, the United States published more Iraqi prisoners of war, and the officials announced that everyone would be released soon.
1	2046630_A3	2046644_A3	The decision was made one year after Whipple had ended the federal supervision, the institutions, the budget and the bus of the district.	The decision was made one year after Whipple had ended the supervision of the federal school ability as well as the racial balance, the facilities and the budget of the district.
0	706709_A3	706766_A3	The resulting lists led to a CBS special, which was 100 years old from AFI ... 100 Heroes & Villains, organized by Arnold Schwarzenegger.	A special for the main time on the list, "Afis 100 years ... 100 Heroes & Villains" was broadcast on CBS on Tuesday.
0	2086071_A3	2086118_A3	The police warned the residents on Friday not to travel alone and avoid convenience stores and service stations at night.	The police advised the residents on Friday not only traveling to Convenience stores and being vigilant.
1	2521336_A3	2521360_A3	"We had nothing to do with the internal personnel decision from @ Stake," said Microsoft spokesman Sean Sundwell.	"Microsoft had absolutely nothing to do with Atstakes internal personnel decision," said Sundwall.
1	3264615_A3	3264641_A3	Prosecutors said there was no question that Waagner was behind the letters that were sent at the same time of the Anthrax attacks.	Prosecutors said there was no question that Waagner was behind the letters that were sent at the same time when real anthrax attacks killed people in 2001.
1	262374_A3	262921_A3	His plan would cost more than 200 billion US dollars every year, for which Gephardt would pay by lifting the tax cuts from Bush.	His plan would cost over 200 billion US dollars every year and to be paid by Bush's tax cuts.
1	2939925_A3	2939981_A3	There were fears that the 35-year-old would not be able to float after two fallopian pregnancies and uterine cancer.	There were fears that Heather would never have children after having suffered two vertebral pregnancies and uterine cancer.
0	2810464_A3	2810247_A3	On Friday, the Food and Drug Administration approved the use of silicone breast implants with diseases.	The drug was approved by the Food and Drug Administration on Friday.
1	2031076_A3	2031038_A3	The prosecutors said that if they are convicted, Paracha could be at least 17 years in prison.	Paracha sees itself at least 17 years in prison if it is convicted.
1	27639_A3	27668_A3	More than half of the songs were bought as albums, said Apple.	Apple noticed that half of the songs were bought as part of albums.
0	143800_A3	143664_A3	The ECB reduced interest rates six times during this period, from 4.75 percent in October 2000 to 2.5 percent.	The ECB reduced interest rates from 4.75 percent in October 2000 to 2.5 percent during this period.
1	1909408_A3	1909429_A3	"This deal makes sense for both companies," said Halla in a prepared explanation.	Brian Halla, CEO of Natsemi, claimed that the deal was useful for both companies.
1	3034583_A3	3034604_A3	Schmuggler in a van pursued a pickup and an SUV with other smugglers and illegal immigrants, said the sheriff of Pinal County, Roger Vanderpool.	The people in a van opened the fire on a pick -up and SUV, which was assumed to transport illegal immigrants, said Pinal County, Roger Vanderpool.
1	1257820_A3	1257777_A3	Tyco later said the loan had not been awarded, and Swartz paid back with interest, according to his lawyer Charles Stillman.	Tyco said that the loan was not awarded, but according to his lawyer Charles Stillman, this Swartz paid it back completely.
0	2221603_A3	2221633_A3	After trading in the afternoon, the Nasdaq Composite Index rose 8.34 or 0.5 percent to 1,790.47.	The Nasdaq Composite Index .ixic set 8.59 points or 0.48 percent to 1,773.54.
1	2706551_A3	2706185_A3	While Bolton apparently fell and was immobilized, Selenski used the mattress to scale a 10-foot fence with razor, said Fischi.	After the other inmate had fallen, Selenski used the mattress to scale a 10-foot fence with a razor, said Fischi.
0	2975580_A3	2975607_A3	Meanwhile, the LONE continued in early trade on Friday.	The LOORE was on the rise early Thursday.
